transformer_feat_0,transformer_feat_1,transformer_feat_2,transformer_feat_3,transformer_feat_4,transformer_feat_5,transformer_feat_6,transformer_feat_7,transformer_feat_8,transformer_feat_9,transformer_feat_10,transformer_feat_11,transformer_feat_12,transformer_feat_13,transformer_feat_14,transformer_feat_15,date,target_pct_change
0.0,0.0,0.62369215,0.20020959,0.0,0.0,0.0,0.0,0.49013904,0.0,0.0,0.0,0.9133356,0.0,0.0,0.0,1996-04,4.93179433368311
0.0,0.0,0.60370815,0.14735654,0.0,0.0,0.0,0.0,0.44105878,0.0,0.0,0.0,0.8787668,0.0,0.0,0.0,1996-05,-5.700000000000003
0.0,0.0,0.61419046,0.13159415,0.0,0.0,0.0,0.0,0.43297735,0.0,0.0,0.0,0.89193374,0.0,0.0,0.0,1996-06,-3.3934252386002157
0.0,0.0,0.62795955,0.122147165,0.0,0.0,0.0,0.0,0.431119,0.0,0.0,0.0,0.91051483,0.0,0.0,0.0,1996-07,-5.817782656421512
0.0,0.0,0.64320594,0.10031711,0.0,0.0,0.0,0.0,0.42021742,0.0,0.0,0.0,0.92979133,0.0,0.0,0.0,1996-08,-12.237762237762238
0.0,0.0,0.62977123,0.07790866,0.0,0.0,0.0,0.0,0.39743006,0.0,0.0,0.0,0.9080502,0.0,0.0,0.0,1996-09,-5.577689243027892
0.0,0.0,0.62035507,0.075422026,0.0,0.0,0.0,0.0,0.3917414,0.0,0.0,0.0,0.89432156,0.0,0.0,0.0,1996-10,-5.203938115330504
0.0,0.0,0.6173318,0.07078923,0.0,0.0,0.0,0.0,0.3869323,0.0,0.0,0.0,0.8894759,0.0,0.0,0.0,1996-11,0.2967359050444935
0.0,0.0,0.6169738,0.112288155,0.0,0.0,0.0,0.0,0.4190698,0.0,0.0,0.0,0.8937033,0.0,0.0,0.0,1996-12,0.7396449704142012
0.0,0.0,0.61506313,0.1328539,0.0,0.0,0.0,0.0,0.4343052,0.0,0.0,0.0,0.89332354,0.0,0.0,0.0,1997-01,0.4405286343612501
0.0,0.0,0.6720867,0.18039334,0.0,0.0,0.0,0.0,0.49402076,0.0,0.0,0.0,0.9801716,0.0,0.0,0.0,1997-02,3.216374269005831
0.0,0.0,0.6712027,0.22303665,0.0,0.0,0.0,0.0,0.52683884,0.0,0.0,0.0,0.98377895,0.0,0.0,0.0,1997-03,0.283286118980174
0.0,0.0,0.66522896,0.22543022,0.0,0.0,0.0,0.0,0.5263188,0.0,0.0,0.0,0.97552276,0.0,0.0,0.0,1997-04,-2.824858757062147
0.0,0.0,0.65591276,0.24280235,0.0,0.0,0.0,0.0,0.5361173,0.0,0.0,0.0,0.96420467,0.0,0.0,0.0,1997-05,-5.232558139534875
0.0,0.0,0.643078,0.26917237,0.0,0.0,0.0,0.0,0.5515119,0.0,0.0,0.0,0.9488899,0.0,0.0,0.0,1997-06,-4.294478527607368
0.0,0.0,0.63178545,0.29168606,0.0,0.0,0.0,0.0,0.56452173,0.0,0.0,0.0,0.93533695,0.0,0.0,0.0,1997-07,5.288461538461545
0.0,0.0,0.611289,0.32658297,0.0,0.0,0.0,0.0,0.58349425,0.0,0.0,0.0,0.9100565,0.0,0.0,0.0,1997-08,-0.913242009132433
0.0,0.0,0.59472835,0.34544006,0.0,0.0,0.0,0.0,0.5915593,0.0,0.0,0.0,0.88856405,0.0,0.0,0.0,1997-09,0.7680491551459294
0.0,0.0,0.59603786,0.34524685,0.0,0.0,0.0,0.0,0.59193116,0.0,0.0,0.0,0.8904118,0.0,0.0,0.0,1997-10,-2.134146341463402
0.0,0.0,0.5830183,0.35821354,0.0,0.0,0.0,0.0,0.59682614,0.0,0.0,0.0,0.8733027,0.0,0.0,0.0,1997-11,-1.2461059190031218
0.0,0.0,0.58265543,0.36017323,0.0,0.0,0.0,0.0,0.59820586,0.0,0.0,0.0,0.87300843,0.0,0.0,0.0,1997-12,-1.104100946372233
0.0,0.0,0.5829654,0.35673884,0.0,0.0,0.0,0.0,0.59565794,0.0,0.0,0.0,0.87305874,0.0,0.0,0.0,1998-01,0.0
0.0,0.0,0.5812759,0.35877514,0.0,0.0,0.0,0.0,0.5965683,0.0,0.0,0.0,0.87087893,0.0,0.0,0.0,1998-02,0.7974481658692184
0.0,0.0,0.58302355,0.35740075,0.0,0.0,0.0,0.0,0.59619606,0.0,0.0,0.0,0.8732174,0.0,0.0,0.0,1998-03,-3.797468354430389
0.0,0.0,0.583171,0.35446027,0.0,0.0,0.0,0.0,0.59396756,0.0,0.0,0.0,0.87309223,0.0,0.0,0.0,1998-04,-0.9868421052631486
0.0,0.0,0.5825413,0.3500864,0.0,0.0,0.0,0.0,0.5903142,0.0,0.0,0.0,0.8716936,0.0,0.0,0.0,1998-05,-1.9933554817275796
0.0,0.0,0.5860778,0.35166854,0.0,0.0,0.0,0.0,0.59295493,0.0,0.0,0.0,0.8769237,0.0,0.0,0.0,1998-06,-2.5423728813559325
0.0,0.0,0.5834314,0.34768805,0.0,0.0,0.0,0.0,0.5888036,0.0,0.0,0.0,0.8726907,0.0,0.0,0.0,1998-07,-5.9130434782608665
0.0,0.0,0.5729079,0.3557647,0.0,0.0,0.0,0.0,0.59089005,0.0,0.0,0.0,0.8585872,0.0,0.0,0.0,1998-08,-0.3696857670979719
0.0,0.0,0.5727725,0.35651287,0.0,0.0,0.0,0.0,0.5914181,0.0,0.0,0.0,0.85847926,0.0,0.0,0.0,1998-09,7.050092764378486
0.0,0.0,0.565525,0.36466607,0.0,0.0,0.0,0.0,0.5948703,0.0,0.0,0.0,0.8490621,0.0,0.0,0.0,1998-10,0.8665511265164645
