date,cereals_price,avg_precipitation,avg_max_temp,price_lag_1,price_lag_2,price_lag_3,price_lag_6,price_lag_12,target_next_price,lstm_feat_0,lstm_feat_1,lstm_feat_2,lstm_feat_3,lstm_feat_4,lstm_feat_5,lstm_feat_6,lstm_feat_7,lstm_feat_8,lstm_feat_9,lstm_feat_10,lstm_feat_11,lstm_feat_12,lstm_feat_13,lstm_feat_14,lstm_feat_15,month_num,precip_anomaly,temp_anomaly,pct_change_hist,volatility_3m,volatility_6m,volatility_12m,momentum_3m,momentum_6m
1993-11,66.7,0.6155555555555555,10.858888888888888,61.4,58.4,56.6,55.4,58.8,68.9,7.5448318,9.362971,0.0,8.973177,0.0,8.15448,7.550036,8.814485,7.27095,0.0,8.313888,0.0,0.5116561,0.0,0.0,7.5441685,11,-0.5169281045751634,-2.8328758169934645,8.63192182410424,2.761783233449586,4.5789544367050645,3.9124479396797955,17.84452296819787,20.397111913357403
1993-12,68.9,0.724731182795699,9.109677419354838,66.7,61.4,58.4,52.8,58.5,68.6,7.6205187,9.466409,0.0,9.074965,0.0,8.252442,7.6403894,8.899566,7.3512874,0.0,8.410321,0.0,0.51466155,0.0,0.0,7.623841,12,-0.2994623655913977,1.293232131562302,3.2983508245877147,2.709309085709124,2.5076407975719577,3.922221871225751,17.979452054794542,30.492424242424264
1994-01,68.6,1.2967741935483872,5.049462365591398,68.9,66.7,61.4,55.8,59.1,66.8,7.76462,9.652297,0.0,9.257856,0.0,8.428972,7.7997413,9.060054,7.4929204,0.0,8.590098,0.0,0.5210324,0.0,0.0,7.7641807,01,0.029984639016897185,-0.3086021505376344,-0.43541364296082463,4.557129015405563,3.1275011549122715,3.9588339537614448,11.72638436482083,22.93906810035842
1994-02,66.8,1.5595238095238095,5.789285714285715,68.6,68.9,66.7,56.6,58.1,64.1,7.9444227,9.881372,0.0,9.486421,0.0,8.648345,8.000586,9.259301,7.6714077,0.0,8.81956,0.0,0.5234224,0.0,0.0,7.93881,02,0.08102392681210402,-2.2885901946985676,-2.6239067055393583,2.9945403998284723,3.993176357154474,4.031765093786205,0.14992503748125774,18.021201413427555
1994-03,64.1,0.664516129032258,15.208602150537637,66.8,68.6,68.9,58.4,57.8,62.4,8.103871,10.0833845,0.0,9.688339,0.0,8.8433485,8.180169,9.436575,7.8312206,0.0,9.025432,0.0,0.5234589,0.0,0.0,8.094284,03,-1.051889400921659,0.6497388632872525,-4.041916167664672,1.8169164895653367,4.871052822968716,4.291683552124414,-6.9666182873730165,9.760273972602729
1994-04,62.4,2.267777777777778,21.202222222222225,64.1,66.8,68.6,61.4,57.3,62.0,8.267144,10.288129,0.0,9.892703,0.0,9.040193,8.363593,9.623246,7.9958105,0.0,9.232737,0.0,0.5225498,0.0,0.0,8.260585,04,0.2544444444444447,-0.4075238095238056,-2.6521060842433664,0.8106703098481534,4.796760981370922,4.390226512581958,-9.037900874635563,1.6286644951140072
1994-05,62.0,1.4612903225806453,27.016129032258064,62.4,64.1,66.8,66.7,55.4,60.1,8.394448,10.438859,0.0,10.044958,0.0,9.180579,8.499148,9.766267,8.115533,0.0,9.386456,0.0,0.52155757,0.0,0.0,8.383064,05,-0.8695238095238094,0.05490015360983236,-0.6410256410256387,1.7098768469910104,2.582363746628557,4.227126044004458,-7.185628742514972,-7.046476761619191
1994-06,60.1,3.602222222222222,29.28777777777778,62.0,62.4,64.1,68.9,52.8,56.0,8.479926,10.535601,0.0,10.1408,0.0,9.268797,8.584343,9.863721,8.190008,0.0,9.480745,0.0,0.5243755,0.0,0.0,8.466567,06,0.6023174603174604,-0.5602857142857118,-3.0645161290322576,1.2966516327059598,1.4182479324609578,4.049322856225479,-6.240249609984394,-12.772133526850515
1994-07,56.0,4.544086021505376,28.16344086021505,60.1,62.0,62.4,68.6,55.8,57.5,8.569691,10.63294,0.0,10.2361355,0.0,9.353289,8.6689415,9.963704,8.259124,0.0,9.570238,0.0,0.5312378,0.0,0.0,8.550101,07,0.6150537634408595,-1.4869124423963171,-6.821963394342767,3.114367448012224,2.047280521655634,4.375242501697119,-10.256410256410254,-18.36734693877551
1994-08,57.5,3.868817204301076,27.817204301075268,56.0,60.1,62.0,66.8,56.6,60.2,8.643978,10.712159,0.0,10.314845,0.0,9.424557,8.74231,10.050067,8.317522,0.0,9.641038,0.0,0.5373184,0.0,0.0,8.6322775,08,0.4805186590765347,-0.9782099936748878,2.678571428571419,4.784726160177068,3.2136353435809153,4.42379730165523,-7.258064516129037,-13.92215568862275
1994-09,60.2,2.278888888888889,26.686666666666667,57.5,56.0,60.1,64.1,58.4,61.7,8.489422,10.5138855,0.0,10.105526,0.0,9.231658,8.5579405,9.876997,8.149804,0.0,9.422851,0.0,0.55515385,0.0,0.0,8.479621,09,-0.27960784313725506,1.1261437908496745,4.695652173913056,6.15066724067075,4.170895127651963,4.536175035799879,0.16638935108153063,-6.084243369734777
1994-10,61.7,1.2634408602150538,20.18709677419355,60.2,57.5,56.0,62.4,61.4,61.1,8.348602,10.341286,0.0,9.921465,0.0,9.066407,8.396182,9.722717,8.003195,0.0,9.229145,0.0,0.57193834,0.0,0.0,8.3469925,10,-0.19196710942441486,-0.27371916508538874,2.491694352159479,1.2220861845620836,4.282542303496881,4.342358535441772,10.178571428571438,-1.1217948717948678
1994-11,61.1,1.0255555555555556,13.496666666666668,61.7,60.2,57.5,62.0,66.7,62.7,8.198333,10.164209,0.0,9.73705,0.0,8.899283,8.232882,9.555035,7.8573403,0.0,9.039639,0.0,0.5799049,0.0,0.0,8.201212,11,-0.10692810457516333,-0.1950980392156847,-0.972447325769854,2.857302328629271,4.292882201902876,3.4190787348822593,6.260869565217386,-1.4516129032258074
1994-12,62.7,1.19247311827957,7.065591397849462,61.1,61.7,60.2,60.1,68.9,62.9,8.11241,10.072153,0.0,9.642764,0.0,8.815519,8.148875,9.4594755,7.782549,0.0,8.944328,0.0,0.5792266,0.0,0.0,8.119877,12,0.16827956989247328,-0.7508538899430741,2.6186579378068675,2.03766346301084,4.149900428701146,3.3522652283409604,4.152823920265791,4.3261231281197965
1995-01,62.9,1.4118279569892471,4.648387096774194,62.7,61.1,61.7,56.0,68.6,62.5,8.064918,10.02656,0.0,9.601024,0.0,8.77905,8.111425,9.405243,7.7509093,0.0,8.907769,0.0,0.57070327,0.0,0.0,8.075329,01,0.14503840245775712,-0.709677419354839,0.31897926634767426,1.818989721836506,2.0004009859919196,3.365354914604719,1.944894651539708,12.321428571428573
1995-02,62.5,1.7452380952380953,9.583333333333334,62.9,62.7,61.1,57.5,66.8,62.2,8.045061,10.013603,0.0,9.591528,0.0,8.775619,8.102821,9.382661,7.744684,0.0,8.906273,0.0,0.56289655,0.0,0.0,8.058441,02,0.26673821252638974,1.5054574243490517,-0.6359300476947549,1.6729572989858836,2.2126049852985483,3.308766812379236,2.2913256955810146,8.695652173913038
1995-03,62.2,1.5451612903225809,14.055913978494624,62.5,62.9,62.7,60.2,64.1,62.7,8.052752,10.029147,0.0,9.609719,0.0,8.797157,8.118318,9.3916855,7.760213,0.0,8.932781,0.0,0.55710584,0.0,0.0,8.0669155,03,-0.17124423963133606,-0.5029493087557597,-0.47999999999999154,0.5122717127125307,1.605477473971955,3.1165382577313485,-0.797448165869219,3.322259136212624
1995-04,62.7,2.7111111111111112,19.628888888888888,62.2,62.5,62.9,61.7,62.4,64.9,8.037759,10.010266,0.0,9.592958,0.0,8.784252,8.101895,9.374086,7.7483397,0.0,8.925366,0.0,0.55308557,0.0,0.0,8.050251,04,0.697777777777778,-1.9808571428571433,0.8038585209003246,0.7901052676404957,1.321385621392929,3.0283153311646087,-0.31796502384736636,1.620745542949753
1995-05,64.9,2.63010752688172,26.2247311827957,62.7,62.2,62.5,61.1,62.0,69.1,8.077491,10.051607,0.0,9.638994,0.0,8.823488,8.139854,9.416831,7.7838697,0.0,8.978251,0.0,0.5482882,0.0,0.0,8.083703,05,0.29929339477726513,-0.7364976958525311,3.5087719298245723,2.036138123983037,1.689965099668539,3.1717123833141545,3.839999999999999,6.219312602291338
1995-06,69.1,3.651111111111111,30.371111111111112,64.9,62.7,62.2,62.7,60.1,74.0,8.16747,10.1503525,0.0,9.744299,0.0,8.910517,8.228775,9.514454,7.866286,0.0,9.085857,0.0,0.5420221,0.0,0.0,8.161443,06,0.6512063492063493,0.5230476190476203,6.471494607087802,2.834795143027756,2.7910759413967945,3.4031681030616343,11.093247588424425,10.207336523125976
1995-07,74.0,3.747311827956989,29.28924731182796,69.1,64.9,62.7,62.9,56.0,72.6,8.397721,10.417,0.0,10.022304,0.0,9.149134,8.471087,9.766993,8.083681,0.0,9.359527,0.0,0.5316218,0.0,0.0,8.372662,07,-0.1817204301075277,-0.36110599078340755,7.091172214182362,1.9146504379159754,3.4335028818096673,2.713211936003693,18.02232854864434,17.647058823529417
1995-08,72.6,5.148387096774194,28.39462365591397,74.0,69.1,64.9,62.5,57.5,75.9,8.719941,10.797421,0.0,10.413005,0.0,9.491264,8.816171,10.119728,8.389296,0.0,9.7399,0.0,0.5224894,0.0,0.0,8.671597,08,1.7600885515496523,-0.4007906388361846,-1.8918918918918948,5.017065457049071,3.711415543029684,2.9759502300044356,11.864406779661007,16.159999999999997
1995-09,75.9,5.21,24.37333333333333,72.6,74.0,69.1,62.2,60.2,80.2,9.072784,11.214471,0.0,10.843484,0.0,9.863405,9.200902,10.502358,8.730587,0.0,10.157865,0.0,0.5067542,0.0,0.0,8.99759,09,2.651503267973856,-1.1871895424836616,4.545454545454564,4.6298946772961225,3.4387216165152275,2.963881004465638,9.840810419681635,22.025723472668822
1995-10,80.2,0.6473118279569893,20.204301075268816,75.9,72.6,74.0,62.7,61.7,80.5,9.436252,11.647433,0.0,11.294912,0.0,10.248486,9.608208,10.892863,9.094941,0.0,10.594117,0.0,0.48270455,0.0,0.0,9.335469,10,-0.8080961416824793,-0.25651486401012136,5.66534914361001,4.078510453872199,3.26704930041473,3.1486366191705963,8.378378378378383,27.91068580542264
1995-11,80.5,1.0422222222222222,11.43777777777778,80.2,75.9,72.6,64.9,61.1,82.7,9.774647,12.069895,0.0,11.7300005,0.0,10.632507,10.004066,11.265489,9.453291,0.0,11.0119505,0.0,0.46209997,0.0,0.0,9.669664,11,-0.09026143790849672,-2.253986928104572,0.37406483790523026,2.78843879877325,3.635634898852465,3.0455206695633614,10.881542699724523,24.03697996918335
1995-12,82.7,0.5182795698924731,6.006451612903226,80.5,80.2,75.9,69.1,62.7,83.3,10.055855,12.430938,0.0,12.098196,0.0,10.9659815,10.34134,11.578852,9.755737,0.0,11.3676815,0.0,0.44816232,0.0,0.0,9.950585,12,-0.5059139784946236,-1.8099936748893102,2.7329192546583947,2.6508183898829705,3.3788495045949323,3.046561427085074,8.959156785243728,19.681620839363244
1996-01,83.3,1.4946236559139785,2.881720430107527,82.7,80.5,80.2,74.0,62.9,85.7,10.309487,12.765206,0.0,12.439885,0.0,11.282463,10.65628,11.866797,10.037726,0.0,11.701882,0.0,0.43320525,0.0,0.0,10.209674,01,0.2278341013824885,-2.4763440860215056,0.7255139056831839,1.272621103718115,2.8235536281246376,3.0237908921957724,3.8653366583541127,12.567567567567561
1996-02,85.7,2.2264367816091952,6.072413793103448,83.3,82.7,80.5,72.6,62.5,86.9,10.525555,13.049501,0.0,12.733295,0.0,11.556535,10.929793,12.113986,10.280608,0.0,11.992042,0.0,0.41813517,0.0,0.0,10.432296,02,0.7479368988974897,-2.0054621158808343,2.881152460984393,1.2040505872299783,2.071424404947036,2.8682478596099537,6.459627329192541,18.044077134986235
1996-03,86.9,1.3774193548387097,11.132258064516128,85.7,83.3,82.7,75.9,62.2,95.3,10.727489,13.302603,0.0,12.998071,0.0,11.801898,11.1776495,12.342502,10.498609,0.0,12.255792,0.0,0.40442064,0.0,0.0,10.637996,03,-0.33898617511520723,-3.4266052227342563,1.4002333722286986,1.1026593072414848,1.941570134627075,2.7264522410288006,5.078597339782354,14.492753623188403
1996-04,95.3,1.3477777777777775,21.116666666666667,86.9,85.7,83.3,80.2,62.7,100.0,10.883597,13.49288,0.0,13.192646,0.0,11.988493,11.363529,12.520446,10.659221,0.0,12.450649,0.0,0.401512,0.0,0.0,10.798043,04,-0.6655555555555557,-0.4930793650793639,9.66628308400459,4.407544606626948,3.439325757162361,3.2660666532731666,14.405762304921964,18.82793017456359
1996-05,100.0,3.8623655913978494,27.053763440860216,95.3,86.9,85.7,80.5,64.9,94.3,11.1735525,13.830395,0.0,13.544719,0.0,12.308354,11.684819,12.838886,10.935228,0.0,12.8031025,0.0,0.3919048,0.0,0.0,11.073249,05,1.5315514592933948,0.0925345622119842,4.931794333683115,4.147587338621088,3.251243836131783,3.2883085150881057,16.686114352392067,24.22360248447204
1996-06,94.3,3.921111111111111,28.50111111111111,100.0,95.3,86.9,82.7,69.1,91.1,11.629109,14.3512125,0.0,14.092772,0.0,12.787268,12.17444,13.320324,11.3566475,0.0,13.356452,0.0,0.3641343,0.0,0.0,11.475226,06,0.9212063492063494,-1.3469523809523807,-5.700000000000005,7.869488444814598,5.07568627510581,4.130470927720668,8.515535097813576,14.026602176541703
1996-07,91.1,3.0204301075268813,28.53333333333333,94.3,100.0,95.3,83.3,74.0,85.8,12.12709,14.915438,0.0,14.700171,0.0,13.309004,12.715332,13.842214,11.828573,0.0,13.9635725,0.0,0.32102278,0.0,0.0,11.927956,07,-0.9086021505376354,-1.1170199692780365,-3.3934252386002117,5.592623397690815,5.58686963985388,4.225400314090198,-4.407135362014691,9.363745498199272
1996-08,85.8,4.034408602150537,27.27741935483872,91.1,94.3,100.0,85.7,72.6,75.3,12.572016,15.408724,0.0,15.252981,0.0,13.771026,13.203055,14.309111,12.264012,0.0,14.50028,0.0,0.27442473,0.0,0.0,12.356302,08,0.6461100569259961,-1.5179949399114356,-5.81778265642151,1.3669716391489644,6.282917187791218,4.668375668102991,-14.200000000000001,0.1166861143523823
1996-09,75.3,2.9488888888888884,22.76555555555556,85.8,91.1,94.3,86.9,75.9,71.1,12.824098,15.64968,0.0,15.558193,0.0,14.006648,13.469433,14.577381,12.512465,0.0,14.767328,0.0,0.25279382,0.0,0.0,12.64171,09,0.3903921568627444,-2.7949673202614314,-12.23776223776224,4.570119321362111,7.98899527050655,5.998042559522346,-20.148462354188755,-13.348676639815892
1996-10,71.1,1.189247311827957,19.77096774193549,75.3,85.8,91.1,95.3,80.2,67.4,12.656482,15.384206,0.0,15.326746,0.0,13.777308,13.26052,14.42082,12.352903,0.0,14.475842,0.0,0.29796702,0.0,0.0,12.586443,10,-0.26616065781151166,-0.6898481973434478,-5.577689243027894,3.7777937778368496,5.554977587686685,5.927777317203532,-21.95389681668496,-25.39349422875131
1996-11,67.4,1.3633333333333333,13.23111111111111,71.1,75.3,85.8,100.0,80.5,67.6,11.898335,14.484853,0.0,14.357691,0.0,12.9326935,12.398347,13.656203,11.611383,0.0,13.461407,0.0,0.42748067,0.0,0.0,11.953631,11,0.2308496732026144,-0.4606535947712427,-5.203938115330509,3.9575022422808472,3.033742661118885,6.0419883205167615,-21.445221445221442,-32.599999999999994
1996-12,67.6,0.4612903225806452,6.369892473118279,67.4,71.1,75.3,94.3,82.7,68.1,10.8506365,13.240925,0.0,13.015162,0.0,11.761382,11.216687,12.558659,10.566111,0.0,12.06641,0.0,0.56659335,0.0,0.0,11.033138,12,-0.5629032258064516,-1.4465528146742574,0.2967359050444873,3.289021521268116,4.085155482295357,5.934148943312555,-10.225763612217797,-28.313891834570526
1997-01,68.1,0.7365591397849462,3.806451612903226,67.6,67.4,71.1,91.1,83.3,68.4,9.755358,11.955903,0.0,11.624244,0.0,10.550035,10.00227,11.35878,9.463738,0.0,10.653863,0.0,0.6450983,0.0,0.0,9.997462,01,-0.5302304147465438,-1.5516129032258066,0.7396449704142105,3.3110865038474935,4.767014485110203,5.934632632668557,-4.2194092827004255,-25.246981339187712
1997-02,68.4,1.2238095238095237,8.132142857142858,68.1,67.6,67.4,85.8,85.7,70.6,8.835307,10.867935,0.0,10.46129,0.0,9.536661,8.987029,10.319395,8.525231,0.0,9.505252,0.0,0.6691841,0.0,0.0,9.081356,02,-0.25469035890218183,0.0542669481585758,0.4405286343612591,0.22594813995143845,5.127127813903124,5.811331216101612,1.4836795252225476,-20.27972027972027
1997-03,70.6,1.0161290322580645,14.363440860215054,68.4,68.1,67.6,75.3,86.9,70.8,8.215762,10.1362295,0.0,9.681594,0.0,8.867878,8.30159,9.60946,7.886727,0.0,8.776165,0.0,0.67152745,0.0,0.0,8.428999,03,-0.7002764976958524,-0.19542242703533041,3.2163742690058283,1.5236457149641383,3.5549362039804886,5.922134617278619,4.4378698224851965,-6.24169986719788
1997-04,70.8,3.232222222222222,17.647777777777776,70.6,68.4,68.1,71.1,95.3,68.8,7.88158,9.751913,0.0,9.262634,0.0,8.524587,7.925288,9.223967,7.5368176,0.0,8.42304,0.0,0.67551494,0.0,0.0,8.041719,04,1.218888888888889,-3.961968253968255,0.28328611898016387,1.6499015269524402,2.7686409184997762,4.823675664768489,3.96475770925111,-0.42194092827003704
1997-05,68.8,2.3806451612903228,25.017204301075267,70.8,70.6,68.4,67.4,100.0,65.2,7.946514,9.849658,0.0,9.352751,0.0,8.618766,7.9825263,9.288501,7.5915556,0.0,8.570624,0.0,0.67099327,0.0,0.0,8.040096,05,0.049831029185868125,-1.9440245775729643,-2.824858757062143,3.021039201487453,1.9215977906926305,4.246531045459723,0.5847953216374213,2.0771513353115667
1997-06,65.2,3.5188888888888887,28.612222222222226,68.8,70.8,70.6,67.6,94.3,62.4,8.276147,10.264176,0.0,9.782075,0.0,9.003645,8.335094,9.654346,7.918344,0.0,9.038489,0.0,0.6491198,0.0,0.0,8.321229,06,0.5189841269841269,-1.2358412698412664,-5.232558139534871,2.7653245370426585,2.9874605244498382,4.2213975085806,-7.64872521246458,-3.5502958579881505
1997-07,62.4,5.453763440860215,28.353763440860217,65.2,68.8,70.8,68.1,91.1,65.7,8.571205,10.624077,0.0,10.161201,0.0,9.333127,8.648078,9.9769535,8.205438,0.0,9.441612,0.0,0.62397146,0.0,0.0,8.575442,07,1.5247311827956986,-1.2965898617511513,-4.294478527607371,1.2135891633670268,3.2443371181519316,4.238125695671165,-11.864406779661019,-8.370044052863435
1997-08,65.7,4.963440860215054,26.670967741935485,62.4,65.2,68.8,68.4,85.8,65.1,8.792682,10.884811,0.0,10.442804,0.0,9.565184,8.881801,10.212933,8.418931,0.0,9.7347555,0.0,0.5982017,0.0,0.0,8.762382,08,1.5751423149905128,-2.124446552814671,5.288461538461542,5.822436327589036,4.244488908890565,4.752528381042091,-4.505813953488369,-3.9473684210526327
1997-09,65.1,2.328888888888889,23.892222222222223,65.7,62.4,65.2,70.6,75.3,65.6,8.9451,11.059426,0.0,10.637093,0.0,9.719568,9.047402,10.375773,8.572335,0.0,9.928793,0.0,0.57694644,0.0,0.0,8.901508,09,-0.22960784313725524,-1.6683006535947698,-0.9132420091324311,4.860154791704639,3.8162656415394967,3.5190643825459076,-0.15337423312884457,-7.790368271954673
1997-10,65.6,2.5150537634408603,18.14301075268817,65.1,65.7,62.4,70.8,71.1,64.2,8.8990135,11.003402,0.0,10.583137,0.0,9.663317,9.000497,10.326587,8.536739,0.0,9.865896,0.0,0.5759874,0.0,0.0,8.867825,10,1.0596457938013917,-2.3178051865907676,0.7680491551459223,3.2073352123570764,3.8609081015223756,3.2602484158854144,5.128205128205132,-7.344632768361581
1997-11,64.2,1.4855555555555555,11.41,65.6,65.1,65.7,68.8,67.4,63.4,8.760902,10.839457,0.0,10.416196,0.0,9.507611,8.854685,10.173667,8.410281,0.0,9.691328,0.0,0.5797882,0.0,0.0,8.74119,11,0.35307189542483663,-2.2817647058823525,-2.1341463414634054,1.4571711217472472,3.812820281823999,2.975875985042045,-2.2831050228310557,-6.686046511627897
1997-12,63.4,1.524731182795699,5.431182795698924,64.2,65.6,65.1,65.2,67.6,62.7,8.534318,10.575634,0.0,10.140579,0.0,9.266415,8.614524,9.925133,8.195891,0.0,9.41214,0.0,0.5912049,0.0,0.0,8.532934,12,0.5005376344086023,-2.385262492093612,-1.2461059190031265,1.4870650711599438,3.251879218062355,2.9780691457280177,-2.611367127496156,-2.7607361963190247
1998-01,62.7,0.6021505376344086,6.49247311827957,63.4,64.2,65.6,62.4,68.1,62.7,8.273231,10.270641,0.0,9.823536,0.0,8.9914,8.336562,9.635429,7.9448943,0.0,9.09837,0.0,0.6011639,0.0,0.0,8.285044,01,-0.6646390168970814,1.134408602150537,-1.1041009463722329,0.5582375121941338,2.707241170733651,2.956206704910421,-4.42073170731706,0.48076923076922906
1998-02,62.7,2.011904761904762,10.275,62.7,63.4,64.2,65.7,68.4,63.2,8.040904,9.998393,0.0,9.542383,0.0,8.75009,8.088826,9.377828,7.722231,0.0,8.826159,0.0,0.6069182,0.0,0.0,8.064796,02,0.5334048791930563,2.197124091015718,0.0,0.6821515317247953,1.0176633842632352,2.9441973784579942,-2.336448598130836,-4.5662100456621
1998-03,63.2,3.567741935483871,10.78494623655914,62.7,62.7,63.4,65.1,70.6,60.8,7.8933973,9.820321,0.0,9.363487,0.0,8.593083,7.9274735,9.211267,7.577781,0.0,8.660423,0.0,0.6057174,0.0,0.0,7.917781,03,1.8513364055299542,-3.773917050691244,0.797448165869219,0.9548866864096858,1.1943424357810493,2.7278257685485374,-0.3154574132492094,-2.9185867895545226
1998-04,60.8,2.583333333333333,21.317777777777778,63.2,62.7,62.7,65.6,70.8,60.2,7.833397,9.743542,0.0,9.293348,0.0,8.525832,7.8589644,9.138678,7.518123,0.0,8.605115,0.0,0.5971187,0.0,0.0,7.8478465,04,0.5699999999999998,-0.2919682539682533,-3.797468354430389,2.455264660162966,1.6153708404650045,2.8217742315887047,-3.0303030303030387,-7.317073170731703
1998-05,60.2,1.938709677419355,27.48494623655914,60.8,63.2,62.7,64.2,68.8,59.0,7.848035,9.758262,0.0,9.313448,0.0,8.541942,7.871248,9.1558485,7.5326905,0.0,8.635181,0.0,0.5893879,0.0,0.0,7.860294,05,-0.3921044546850996,0.5237173579109076,-0.9868421052631526,2.3164833085479697,1.5562320795611908,2.7765251230661474,-3.987240829346095,-6.230529595015577
1998-06,59.0,3.102222222222222,29.58888888888889,60.2,60.8,63.2,63.4,65.2,57.5,7.859899,9.766814,0.0,9.326405,0.0,8.548928,7.8753767,9.170073,7.5402746,0.0,8.65444,0.0,0.584792,0.0,0.0,7.868064,06,0.10231746031746036,-0.2591746031746034,-1.9933554817275767,1.4240501130556,1.6036493697115544,2.476423815091266,-6.645569620253166,-6.940063091482651
1998-07,57.5,6.889247311827957,28.71827956989248,59.0,60.2,60.8,62.7,62.4,54.1,7.890639,9.79507,0.0,9.359407,0.0,8.571196,7.897801,9.204291,7.561277,0.0,8.689521,0.0,0.5814605,0.0,0.0,7.890977,07,2.9602150537634406,-0.9320737327188873,-2.5423728813559365,0.7888985229914588,1.694810560567406,2.296889052976576,-5.427631578947367,-8.293460925039875
